id,year,Hispanic,Female,Grades,tobacco,alcohol,mj,sibsmoke,sibdrink,adultdrink,year_value,present,school,has_sib,exposure_smoke,exposure_drink,exposure_mj
130,1,1,1,3.5,0,1,1,0,0,1,2010,1,111,1,-1,-1,-1
130,2,1,1,3,0,1,1,0,0,0,2011,1,111,1,0.307692307692308,0.538461538461538,0.384615384615385
130,3,1,1,3.5,0,1,1,0,0,0,2012,1,111,1,0.363636363636364,0.545454545454545,0.545454545454545
130,4,1,1,4,0,1,1,0,0,0,2013,1,111,1,0.333333333333333,0.666666666666667,0.666666666666667
131,1,1,0,2.5,1,1,0,1,1,0,2010,1,111,1,-1,-1,-1
131,4,1,0,2,1,1,1,0,1,0,2013,1,111,1,0,0,0
133,3,0,0,3.5,0,1,0,0,0,1,2012,1,111,1,0,0,0
133,4,0,0,4,0,1,0,0,0,1,2013,1,111,1,0.25,0.5,0.75
134,1,1,0,3.5,0,0,0,0,0,0,2010,1,111,1,-1,-1,-1
134,4,1,0,3.5,1,1,1,0,0,1,2013,1,111,1,0,0.5,1
135,1,1,0,3,0,0,0,0,0,0,2010,1,111,1,-1,-1,-1
135,2,1,0,3.5,0,0,0,1,0,0,2011,1,111,1,0.5,0.5,0
135,3,1,0,2.5,0,1,1,1,0,0,2012,1,111,1,0,0,0
135,4,1,0,2.5,1,1,1,0,0,0,2013,1,111,1,0.666666666666667,1,1
136,1,0,0,4.5,0,0,0,0,0,0,2010,1,111,1,-1,-1,-1
136,3,0,0,4.5,0,0,0,0,0,0,2012,1,111,1,0,0.888888888888889,0.333333333333333
136,4,0,0,4.5,0,1,0,0,1,1,2013,1,111,1,0.333333333333333,1,0.333333333333333
137,1,1,1,3.5,0,1,0,1,0,1,2010,1,111,1,-1,-1,-1
137,2,1,1,3.5,0,1,0,1,0,1,2011,1,111,1,0,0,0
137,3,1,1,3.5,0,1,0,1,0,1,2012,1,111,1,0,0,0
137,4,1,1,3.5,0,1,0,1,1,1,2013,1,111,1,0,0,0
138,3,0,0,3,0,0,0,0,0,1,2012,1,111,1,0,0,0
138,4,0,0,3.5,0,0,0,0,0,1,2013,1,111,1,0.2,0.8,0.2
139,2,1,1,2.5,0,0,1,0,0,0,2011,1,111,1,0.25,0.25,0.5
139,3,1,1,2.5,1,0,1,1,0,0,2012,1,111,1,0.25,0.25,0.25
139,4,1,1,3,1,1,1,1,1,0,2013,1,111,1,0.333333333333333,1,0.666666666666667
140,1,1,1,3.5,0,0,0,1,0,1,2010,1,111,1,-1,-1,-1
140,2,1,1,3.16666666666667,0,0,0,0,0,1,2011,1,111,1,0,0,0
140,3,1,1,2.5,0,0,0,1,0,1,2012,1,111,1,0,1,0
140,4,1,1,3.5,0,0,0,1,1,1,2013,1,111,1,0,0.5,0
141,3,1,1,2.5,0,1,1,0,0,1,2012,1,111,1,0,0,0
141,4,1,1,3.5,0,1,1,0,1,1,2013,1,111,1,1,0.5,1
142,1,0,1,5,0,0,0,0,1,1,2010,1,111,1,-1,-1,-1
142,2,0,1,5,0,0,0,0,0,0,2011,1,111,1,0.25,0.5,0.25
143,3,1,1,3.5,0,1,1,0,0,0,2012,1,111,1,0,0,0
143,4,1,1,3.5,0,1,1,0,0,0,2013,1,111,1,1,1,1
144,2,1,1,3.5,0,0,0,0,0,1,2011,1,111,1,0,0,0
144,3,1,1,3.5,0,1,0,0,0,1,2012,1,111,1,0.333333333333333,0.555555555555556,0.333333333333333
144,4,1,1,3.5,0,1,0,0,1,1,2013,1,111,1,0.25,0.5,0.5
145,1,0,1,5,0,0,0,0,0,0,2010,1,111,1,-1,-1,-1
145,2,0,1,5,0,0,0,0,0,1,2011,1,111,1,0,0.142857142857143,0
145,3,0,1,5,0,0,0,0,0,0,2012,1,111,1,0,1,0
146,2,1,1,4.5,0,0,0,0,0,0,2011,1,111,1,0.142857142857143,0.357142857142857,0.142857142857143
146,4,1,1,4,0,0,0,0,0,0,2013,1,111,1,0,0,0
147,1,0,0,5,0,0,0,0,0,1,2010,1,111,1,-1,-1,-1
147,2,0,0,5,0,0,0,0,0,1,2011,1,111,1,0,0,0
147,4,0,0,4.5,0,0,0,0,0,1,2013,1,111,1,0,0,0
148,1,0,0,3.5,0,0,0,0,0,0,2010,1,111,1,-1,-1,-1
148,2,0,0,3.5,0,0,0,0,0,0,2011,1,111,1,0,0,0
148,3,0,0,4,0,0,1,0,0,0,2012,1,111,1,0.5,0,0.5
148,4,0,0,1,0,0,1,1,1,0,2013,1,111,1,0,1,0.333333333333333
149,1,1,1,4.5,0,0,0,0,0,0,2010,1,111,1,-1,-1,-1
149,2,1,1,4.5,0,0,0,0,0,0,2011,1,111,1,0,0,0
149,4,1,1,4.5,0,0,0,0,0,0,2013,1,111,1,0,0,0
150,3,0,1,5,0,0,0,0,0,0,2012,1,111,1,0,0,0
150,4,0,1,5,0,1,0,1,0,0,2013,1,111,1,0.125,0.25,0
151,3,1,1,3.5,1,1,0,1,0,0,2012,1,111,1,0,0,0
151,4,1,1,4.5,1,1,1,1,1,1,2013,1,111,1,1,1,1
152,2,1,0,3,0,1,0,0,0,1,2011,1,111,1,0,0,0
152,3,1,0,2.5,0,1,0,0,0,1,2012,1,111,1,0,0,0
152,4,1,0,3,1,1,1,0,1,0,2013,1,111,1,0.5,0,0.5
153,1,1,1,5,0,0,0,0,0,1,2010,1,111,1,-1,-1,-1
153,2,1,1,5,0,1,0,0,0,1,2011,1,111,1,0,0.333333333333333,0
153,4,1,1,5,0,1,1,0,0,0,2013,1,111,1,0,0,0
154,2,1,1,4,0,0,0,0,0,0,2011,1,111,1,0.285714285714286,0.714285714285714,0.428571428571429
154,3,1,1,4,0,0,0,0,1,0,2012,1,111,1,0.4,0.4,0.4
154,4,1,1,4.5,0,0,0,0,0,0,2013,1,111,1,0.142857142857143,0.428571428571429,0.142857142857143
155,1,1,1,4.5,1,1,0,0,0,0,2010,1,112,1,-1,-1,-1
155,4,1,1,2.5,1,1,0,0,0,1,2013,1,112,1,0,0,0
157,1,1,0,4.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
157,2,1,0,4.5,0,0,0,0,0,1,2011,1,112,1,0,0.5,0
157,4,1,0,3.5,1,1,1,0,0,0,2013,1,112,1,0,0,0
158,1,1,1,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
158,2,1,1,3.5,0,0,0,0,0,1,2011,1,112,1,1,0,0
158,4,1,1,4.5,0,1,0,0,0,1,2013,1,112,1,0,0,0
159,2,1,1,3.5,0,0,0,0,0,0,2011,1,112,1,0,0,0
159,4,1,1,3.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
160,1,0,1,5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
160,2,0,1,4.5,0,0,0,0,0,1,2011,1,112,1,0,0,0
161,1,1,1,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
161,2,1,1,3.5,0,0,0,0,0,1,2011,1,112,1,0,0.2,0
161,4,1,1,3.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
163,1,1,0,4.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
163,2,1,0,4.5,0,0,0,0,0,1,2011,1,112,1,0.333333333333333,0.333333333333333,0.333333333333333
164,1,1,0,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
164,2,1,0,3.5,0,0,0,0,0,1,2011,1,112,1,0,0,0
167,1,1,1,2.5,0,1,0,0,0,1,2010,1,112,1,-1,-1,-1
167,2,1,1,2.5,0,1,0,1,0,1,2011,1,112,1,0.5,0.75,0.416666666666667
167,4,1,1,3.5,0,1,0,1,0,1,2013,1,112,1,0,0,0
168,1,0,0,4,0,1,0,0,0,1,2010,1,112,1,-1,-1,-1
168,2,0,0,4.5,0,1,0,0,0,1,2011,1,112,1,0,0.333333333333333,0.333333333333333
168,4,0,0,4.5,0,1,1,0,0,1,2013,1,112,1,0,0,0
171,1,1,0,4.5,0,0,0,0,0,0,2010,1,112,0,-1,-1,-1
171,2,1,0,4,0,0,0,0,0,0,2011,1,112,1,0.5,0.5,0.5
171,4,1,0,3.5,0,1,0,0,0,0,2013,1,112,1,0,0,0
173,2,1,0,2.5,0,0,0,0,0,0,2011,1,112,0,0,0,0
173,4,1,0,2.5,0,0,0,0,0,0,2013,1,112,0,0,0,0
174,1,1,1,4.5,0,0,0,1,1,0,2010,1,112,1,-1,-1,-1
174,2,1,1,3.5,0,0,0,1,1,1,2011,1,112,1,0,0.333333333333333,0
174,4,1,1,4.5,0,0,0,0,0,0,2013,1,112,0,0,0,0
175,1,1,0,3.5,0,0,0,1,0,0,2010,1,112,1,-1,-1,-1
175,2,1,0,4,0,0,0,0,0,0,2011,1,112,1,0,0,0
175,4,1,0,4.5,1,1,1,0,0,1,2013,1,112,1,0,0,0
176,1,1,0,4,0,1,0,0,1,0,2010,1,112,1,-1,-1,-1
176,2,1,0,4,0,1,0,0,0,0,2011,1,112,1,0,0.333333333333333,0
176,4,1,0,3.5,0,1,0,0,1,0,2013,1,112,1,0,0,0
177,1,0,1,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
177,2,0,1,4.5,0,0,0,0,0,0,2011,1,112,1,0,0,0
178,1,1,0,3,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
178,2,1,0,3.5,0,0,0,0,0,0,2011,1,112,1,0,0,0
178,4,1,0,3,0,1,0,0,0,0,2013,1,112,1,0,0,0
180,1,1,0,3.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
180,2,1,0,3.5,0,0,0,0,0,1,2011,1,112,1,0.4,0.2,0.4
180,4,1,0,3.5,0,0,0,0,0,1,2013,1,112,1,0,0,0
181,1,1,0,3.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
181,2,1,0,2.5,0,0,0,0,0,1,2011,1,112,1,0.25,0.5,0.25
181,4,1,0,2.5,0,1,0,0,1,1,2013,1,112,1,0,0,0
182,1,1,0,2.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
182,2,1,0,2.75,0,0,0,0,0,0,2011,1,112,1,1,1,1
182,4,1,0,3,0,0,0,0,0,0,2013,1,112,1,0,0,0
183,1,1,0,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
183,2,1,0,3.5,0,0,0,0,0,1,2011,1,112,1,0,1,1
183,4,1,0,3.5,1,1,0,0,0,0,2013,1,112,1,0,0,0
184,2,1,0,1.5,0,0,0,1,0,0,2011,1,112,1,0,0.333333333333333,0
184,4,1,0,4.5,0,1,1,0,0,0,2013,1,112,1,0,0,0
185,1,0,1,5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
185,2,0,1,5,0,0,0,0,0,0,2011,1,112,1,0.2,0.2,0.2
185,4,0,1,5,0,1,0,0,0,0,2013,1,112,1,0,0,0
186,1,0,1,5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
186,2,0,1,5,0,0,0,0,0,0,2011,1,112,1,0,0,0
186,4,0,1,5,0,0,0,0,0,0,2013,1,112,1,0,0,0
188,1,1,1,3.5,0,1,0,0,0,0,2010,1,112,1,-1,-1,-1
188,2,1,1,3.5,0,1,0,0,0,0,2011,1,112,1,0.333333333333333,1,0.666666666666667
188,4,1,1,3.5,1,1,0,0,1,1,2013,1,112,1,0,0,0
189,1,0,1,5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
189,2,0,1,5,0,0,0,0,0,1,2011,1,112,1,0.333333333333333,0.333333333333333,0.333333333333333
189,4,0,1,4.5,0,0,0,0,1,1,2013,1,112,1,0,0,0
190,2,0,0,5,0,0,0,0,0,0,2011,1,112,1,0,0,0
190,4,0,0,4.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
191,2,1,1,2,0,0,0,0,0,1,2011,1,112,0,0,0,0
191,4,1,1,3,0,0,0,0,0,1,2013,1,112,0,0,0,0
192,1,1,1,4.5,0,0,0,0,1,1,2010,1,112,1,-1,-1,-1
192,4,1,1,4.5,0,0,0,0,1,1,2013,1,112,1,0,0,0
194,1,1,0,4.5,0,1,0,0,0,1,2010,1,112,1,-1,-1,-1
194,2,1,0,4.5,0,1,0,0,0,1,2011,1,112,1,0.666666666666667,1,1
194,4,1,0,3.5,0,1,1,0,0,1,2013,1,112,0,0,0,0
195,1,1,0,4,0,0,0,1,1,1,2010,1,112,1,-1,-1,-1
195,2,1,0,3.5,0,0,0,1,0,1,2011,1,112,1,0,0,0
195,4,1,0,4,0,0,0,1,1,0,2013,1,112,1,0,0,0
196,1,1,0,3.5,1,1,0,0,0,1,2010,1,112,0,-1,-1,-1
196,4,1,0,4.5,1,1,1,0,0,1,2013,1,112,1,0,0,0
197,1,1,0,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
197,2,1,0,4,0,0,0,0,0,0,2011,1,112,1,1,1,0
197,4,1,0,3.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
198,1,1,0,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
198,2,1,0,3.5,0,1,0,0,0,0,2011,1,112,1,0.25,0.375,0.25
198,4,1,0,3.5,1,1,0,1,1,0,2013,1,112,1,0,0,0
199,1,1,1,4,0,1,1,0,0,1,2010,1,112,1,-1,-1,-1
199,2,1,1,3.5,0,1,1,0,0,0,2011,1,112,1,0.75,1,0.75
199,4,1,1,3.5,1,1,1,0,1,1,2013,1,112,1,0,0,0
200,1,1,0,3.5,0,1,0,0,0,1,2010,1,112,1,-1,-1,-1
200,2,1,0,3.5,0,1,0,0,0,1,2011,1,112,1,0.333333333333333,0.666666666666667,0
200,4,1,0,4.5,1,1,0,0,0,1,2013,1,112,1,0,0,0
201,1,1,0,2.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
201,4,1,0,3.5,0,0,1,0,0,1,2013,1,112,1,0,0,0
202,1,0,0,5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
202,2,0,0,5,0,0,0,0,0,0,2011,1,112,1,0.1,0.1,0.1
202,4,0,0,5,0,1,0,0,0,0,2013,1,112,1,0,0,0
203,2,1,1,4.5,0,0,0,0,0,0,2011,1,112,1,0,0,0
203,4,1,1,4.5,0,1,0,0,1,0,2013,1,112,1,0,0,0
204,1,1,0,2.5,0,1,1,1,0,1,2010,1,112,1,-1,-1,-1
204,4,1,0,4.5,1,1,1,1,1,1,2013,1,112,1,0,0,0
205,1,1,1,3.5,0,1,0,0,0,1,2010,1,112,1,-1,-1,-1
205,2,1,1,3.5,0,1,0,0,0,1,2011,1,112,1,1,1,1
205,4,1,1,4,1,1,0,0,0,0,2013,1,112,1,0,0,0
206,2,0,1,4.5,0,1,0,1,0,0,2011,1,112,1,0,0,0
206,4,0,1,3.5,0,1,0,1,1,0,2013,1,112,1,0,0,0
208,1,0,0,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
208,2,0,0,5,0,0,0,0,0,0,2011,1,112,1,0,0.125,0
208,4,0,0,4.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
209,1,1,1,3.5,0,0,0,0,0,1,2010,1,112,0,-1,-1,-1
209,2,1,1,3.5,0,0,0,0,0,1,2011,1,112,0,0,0,0
209,4,1,1,3.5,0,0,0,0,0,1,2013,1,112,0,0,0,0
210,1,1,0,2.25,0,0,0,0,0,0,2010,1,112,0,-1,-1,-1
210,2,1,0,1.5,0,0,0,0,0,0,2011,1,112,0,0,0,0
210,4,1,0,3,0,1,0,0,0,0,2013,1,112,0,0,0,0
211,1,1,1,1.5,0,1,1,0,0,0,2010,1,112,1,-1,-1,-1
211,4,1,1,3.5,1,1,1,0,0,0,2013,1,112,1,0,0,0
212,1,0,0,4,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
212,4,0,0,4.5,1,1,0,0,1,1,2013,1,112,1,0,0,0
213,2,1,0,2,1,0,0,0,0,1,2011,1,112,1,0.25,0.25,0.25
213,4,1,0,2.5,1,1,1,0,0,1,2013,1,112,1,0,0,0
214,1,1,0,4.5,1,0,0,1,0,0,2010,1,112,1,-1,-1,-1
214,2,1,0,4.5,1,0,0,1,0,0,2011,1,112,1,0,0.25,0
214,4,1,0,3.5,1,1,1,1,1,0,2013,1,112,1,0,0,0
215,2,1,0,2.5,0,0,0,0,0,1,2011,1,112,1,0.5,0.5,0.5
215,4,1,0,3,1,0,0,0,0,1,2013,1,112,1,0,0,0
216,1,1,1,3.5,0,0,1,0,0,0,2010,1,112,1,-1,-1,-1
216,2,1,1,4.5,0,0,1,0,0,0,2011,1,112,1,0.666666666666667,1,1
216,4,1,1,4.5,1,1,1,0,0,0,2013,1,112,1,0,0,0
217,1,1,1,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
217,2,1,1,4.5,0,1,0,0,0,0,2011,1,112,1,0.25,0.5,0.25
217,4,1,1,3.5,0,1,0,0,1,0,2013,1,112,1,0,0,0
218,2,0,1,1.5,1,1,0,0,0,1,2011,1,112,1,0,0,0
218,4,0,1,3,1,1,1,0,1,1,2013,1,112,1,0,0,0
219,1,1,0,3.5,0,1,0,0,0,1,2010,1,112,1,-1,-1,-1
219,2,1,0,3.5,0,1,0,0,0,1,2011,1,112,1,0.166666666666667,0.333333333333333,0.166666666666667
219,4,1,0,4.5,0,1,0,0,0,1,2013,1,112,1,0,0,0
220,1,1,0,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
220,2,1,0,3.5,0,0,0,0,0,0,2011,1,112,1,0,0,0
220,4,1,0,3.5,0,0,0,0,0,1,2013,1,112,1,0,0,0
221,1,1,0,3,0,1,0,0,0,0,2010,1,112,1,-1,-1,-1
221,2,1,0,3.5,0,1,0,0,0,0,2011,1,112,1,0.75,0.75,0.25
221,4,1,0,3.5,0,1,0,0,1,0,2013,1,112,1,0,0,0
222,2,1,0,5,0,0,0,0,0,0,2011,1,112,1,0.2,0.4,0
222,4,1,0,4.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
223,1,0,0,3.5,1,0,0,1,0,0,2010,1,112,1,-1,-1,-1
223,2,0,0,3.5,1,0,0,1,0,0,2011,1,112,1,1,1,1
223,4,0,0,3.5,1,1,1,0,0,0,2013,1,112,1,0,0,0
224,1,0,0,4,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
224,2,0,0,3.5,0,0,0,0,0,0,2011,1,112,1,0,0.2,0.2
224,4,0,0,4.5,0,0,0,0,0,1,2013,1,112,1,0,0,0
225,1,1,0,4.5,0,1,0,0,0,1,2010,1,112,1,-1,-1,-1
225,2,1,0,4.5,1,1,0,0,0,1,2011,1,112,1,0.166666666666667,0.333333333333333,0
225,4,1,0,4.5,1,1,0,0,0,1,2013,1,112,1,0,0,0
226,1,1,0,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
226,2,1,0,4.5,0,0,0,0,0,0,2011,1,112,1,0,0,0
226,4,1,0,4.5,1,1,1,0,0,1,2013,1,112,1,0,0,0
228,1,1,0,2.5,0,0,1,0,0,0,2010,1,112,1,-1,-1,-1
228,4,1,0,3.5,0,1,1,0,1,1,2013,1,112,1,0,0,0
229,1,1,0,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
229,4,1,0,4.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
230,2,1,0,2.5,0,0,0,0,0,0,2011,1,112,0,0.333333333333333,0.333333333333333,0.333333333333333
230,4,1,0,3.5,0,0,0,0,1,1,2013,1,112,1,0,0,0
231,2,0,1,3.5,0,0,0,0,0,0,2011,1,112,1,0.25,0.75,0.5
231,4,0,1,3.5,0,1,0,0,1,1,2013,1,112,1,0,0,0
232,1,0,0,3.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
232,2,0,0,3.5,0,0,0,0,0,1,2011,1,112,1,0.2,0.2,0.2
232,4,0,0,4,0,0,0,0,0,1,2013,1,112,1,0,0,0
233,1,0,1,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
233,2,0,1,4.5,0,0,0,0,0,1,2011,1,112,1,0.2,0.2,0
233,4,0,1,5,0,1,0,0,0,1,2013,1,112,1,0,0,0
234,1,0,0,4.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
234,2,0,0,4.5,0,0,0,0,0,1,2011,1,112,1,0,0,0
234,4,0,0,4.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
235,1,1,1,1.5,0,1,1,1,0,0,2010,1,112,1,-1,-1,-1
235,2,1,1,2,0,1,1,1,0,0,2011,1,112,1,0.5,1,0.5
235,4,1,1,2.5,0,1,1,1,1,0,2013,1,112,1,0,0,0
236,2,0,0,4.5,0,0,0,0,0,0,2011,1,112,1,0.1,0.2,0.1
236,4,0,0,4.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
238,1,0,1,4.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
238,2,0,1,4.5,0,0,0,0,0,0,2011,1,112,1,0,0.142857142857143,0
238,4,0,1,4.5,0,0,0,0,0,1,2013,1,112,0,0,0,0
240,1,0,1,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
240,2,0,1,3.5,0,0,0,0,0,0,2011,1,112,0,0,0,0
240,4,0,1,4,1,1,0,0,0,0,2013,1,112,1,0,0,0
241,1,1,0,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
241,2,1,0,4.5,0,0,0,0,0,0,2011,1,112,1,0.2,0,0
241,4,1,0,5,0,1,1,0,1,0,2013,1,112,1,0,0,0
242,2,1,0,4.5,0,1,1,1,0,1,2011,1,112,1,0,0,0
242,4,1,0,3.5,0,1,1,1,1,0,2013,1,112,1,0,0,0
243,1,1,1,5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
243,2,1,1,4.5,0,0,0,0,0,0,2011,1,112,1,0.166666666666667,0.333333333333333,0.166666666666667
243,4,1,1,3.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
244,1,0,1,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
244,2,0,1,5,0,0,0,0,0,0,2011,1,112,1,0,0.333333333333333,0.666666666666667
244,4,0,1,5,0,1,1,0,1,1,2013,1,112,1,0,0,0
245,1,0,0,3.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
245,2,0,0,3.5,0,0,0,0,0,0,2011,1,112,0,0.111111111111111,0,0
245,4,0,0,4,0,0,1,0,0,1,2013,1,112,1,0,0,0
246,1,1,1,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
246,4,1,1,3.5,1,0,1,0,0,0,2013,1,112,1,0,0,0
247,1,1,1,4.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
247,2,1,1,4.5,0,0,0,0,0,1,2011,1,112,1,0,0,0
247,4,1,1,5,0,1,0,0,0,1,2013,1,112,1,0,0,0
248,1,1,1,3.5,0,1,1,1,0,1,2010,1,112,1,-1,-1,-1
248,2,1,1,3.5,0,1,1,0,0,1,2011,1,112,1,0,0,0
249,1,1,0,3.5,0,0,0,1,0,0,2010,1,112,1,-1,-1,-1
249,2,1,0,3.5,0,0,0,0,0,1,2011,1,112,1,1,1,1
249,4,1,0,4.5,0,1,0,0,0,1,2013,1,112,1,0,0,0
250,1,1,0,3,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
250,2,1,0,3,0,0,0,0,0,0,2011,1,112,1,0,0,0
251,1,1,1,4.5,0,0,0,0,1,0,2010,1,112,1,-1,-1,-1
251,2,1,1,4.5,0,0,0,0,0,0,2011,1,112,1,1,1,1
251,4,1,1,4,1,1,0,0,0,0,2013,1,112,1,0,0,0
252,1,1,0,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
252,2,1,0,3.5,0,0,0,0,0,0,2011,1,112,1,0,0,0
252,4,1,0,4.5,0,0,1,0,0,0,2013,1,112,1,0,0,0
253,1,1,1,4,0,1,0,0,0,0,2010,1,112,1,-1,-1,-1
253,4,1,1,4.5,0,1,0,0,0,1,2013,1,112,1,0,0,0
254,2,1,1,5,0,0,0,0,0,0,2011,1,112,1,0,0.333333333333333,0
254,4,1,1,5,0,0,0,0,0,0,2013,1,112,1,0,0,0
255,1,1,0,4.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
255,2,1,0,4.5,0,0,0,0,0,1,2011,1,112,1,0.333333333333333,1,0.333333333333333
256,2,1,1,4.5,0,0,0,0,0,0,2011,1,112,1,0,0.5,0
256,4,1,1,4.5,0,0,0,0,1,0,2013,1,112,1,0,0,0
257,1,1,1,2.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
257,2,1,1,3.5,0,1,0,0,0,0,2011,1,112,1,0,0,0
257,4,1,1,4.5,0,1,0,0,1,0,2013,1,112,1,0,0,0
258,1,1,0,4,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
258,2,1,0,4.5,0,0,0,0,0,0,2011,1,112,1,0.5,1,0.5
258,4,1,0,3.5,1,1,1,1,1,0,2013,1,112,1,0,0,0
259,1,1,0,5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
259,2,1,0,5,0,0,0,0,0,0,2011,1,112,1,0.5,0,0
259,4,1,0,5,0,0,0,1,0,0,2013,1,112,1,0,0,0
261,1,0,1,4,0,0,0,1,0,0,2010,1,112,1,-1,-1,-1
261,2,0,1,3.5,0,0,0,1,0,0,2011,1,112,1,0.25,0.25,0.25
261,4,0,1,4,1,1,1,1,1,1,2013,1,112,1,0,0,0
262,1,0,0,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
262,4,0,0,3.5,0,0,0,0,0,0,2013,1,112,1,0,0,0
263,2,1,1,5,0,0,0,0,0,0,2011,1,112,1,0.363636363636364,0.545454545454545,0.272727272727273
263,4,1,1,5,0,1,0,0,1,1,2013,1,112,1,0,0,0
265,1,1,1,2.5,0,1,1,1,0,1,2010,1,112,1,-1,-1,-1
265,4,1,1,3.5,1,1,1,0,0,1,2013,1,112,1,0,0,0
266,1,1,1,4.5,0,1,0,0,0,1,2010,1,112,1,-1,-1,-1
266,2,1,1,4.5,0,1,0,0,0,1,2011,1,112,1,0.25,0.5,0.25
266,4,1,1,4.5,0,1,0,0,0,1,2013,1,112,1,0,0,0
267,1,1,1,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
267,2,1,1,4.5,0,0,0,0,0,0,2011,1,112,1,0,0.2,0
267,4,1,1,4.5,0,0,0,0,0,1,2013,1,112,1,0,0,0
268,1,1,1,3,0,1,0,0,0,1,2010,1,112,1,-1,-1,-1
268,2,1,1,3,0,1,0,0,0,0,2011,1,112,1,0,0,0
268,4,1,1,4.5,0,1,0,0,1,0,2013,1,112,1,0,0,0
269,1,0,1,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
269,2,0,1,4.5,0,0,0,0,0,0,2011,1,112,1,0,0,0
270,1,0,0,4.5,0,0,0,0,0,1,2010,1,112,1,-1,-1,-1
270,2,0,0,3.5,0,0,0,0,0,0,2011,1,112,1,0,0.5,0.25
270,4,0,0,3.5,1,1,1,1,0,1,2013,1,112,1,0,0,0
271,1,1,1,5,0,1,0,1,0,0,2010,1,112,1,-1,-1,-1
271,2,1,1,4.5,0,1,0,1,0,0,2011,1,112,1,0,0,0
271,4,1,1,5,0,1,0,1,1,0,2013,1,112,1,0,0,0
272,1,1,1,4.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
272,2,1,1,4.5,0,0,0,0,0,1,2011,1,112,1,0,0.25,0.25
273,1,0,0,5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
273,2,0,1,5,0,0,0,0,0,0,2011,1,112,1,0.0909090909090909,0.0909090909090909,0.0909090909090909
273,4,0,1,5,0,0,0,0,0,0,2013,1,112,1,0,0,0
274,1,0,0,3.5,0,0,0,0,0,0,2010,1,112,1,-1,-1,-1
